name,wins,losses,draws,height_cm,weight_kg,SigStrike/Min,SigStrikeAcc%,SigStrikeAbs/Min,SigStrikeDef%,AvgTd/15Min,TdAcc%,TdDef5,AvgSub/15Min
Scott Jorgensen,15,12,0,165.1,61.23,3.37,40,3.41,65,2.61,45,59,0.7
Sean Santella,17,6,1,165.1,56.7,0,0,0,0,0,0,0,0
Shauna Bannon,5,1,0,165.1,52.16,3.6,37,3.73,37,0,0,33,0
Shawn Bunch,7,3,0,165.1,61.23,0,0,1.55,55,0,0,50,0
Sheila Gaff,9,7,0,165.1,61.23,1.6,50,2.89,28,0,0,20,0
Shunichi Shimizu,30,18,11,165.1,61.23,0.14,33,4.68,30,0,0,0,0
Shuya Kamikubo,13,2,1,165.1,61.23,3.83,54,4.9,47,1.5,15,0,0.5
Sim Kai Xiong,5,1,0,165.1,56.7,3.19,63,4.56,47,6.84,28,0,0
Sirwan Kakai,12,5,0,165.1,61.23,3.57,41,4.63,62,4,42,83,0
Sumit Kumar,8,1,0,165.1,56.7,2.8,24,4.67,46,6,30,60,0
Takeru Uchida,6,1,0,165.1,56.7,0,0,0,0,0,0,0,4.4
Tatiana Suarez,11,0,0,165.1,52.16,4.27,63,1.38,51,6.2,61,100,0.9
Tim Gorman,9,4,0,165.1,61.23,2.73,31,5.57,46,1,9,33,0
Tony Gravely,23,9,0,165.1,61.23,3.82,48,4.47,44,5.4,41,52,0.3
Top Noi Kiwram,9,5,0,165.1,56.7,4.47,59,3.23,66,2.72,85,74,0
Townsend Saunders,0,2,0,165.1,77.11,0,0,0,0,0,0,0,0
Tracy Cortez,11,1,0,165.1,56.7,4.11,53,2.79,60,2.33,46,75,0.3
Tyra Parker,4,5,0,165.1,52.16,1.5,22,9,14,0,0,0,0
Valentina Shevchenko,23,4,1,165.1,56.7,3.28,52,2.11,62,2.56,63,71,0.4
Vanessa Melo,11,8,0,165.1,61.23,3.48,30,6.13,59,0,0,71,0
Victor Rodriguez,7,4,0,165.1,56.7,1.59,37,6.11,50,0,0,0,0
Victoria Leonardo,9,6,0,165.1,56.7,3.27,39,4.7,46,1.6,27,71,0
Viktoriia Dudakova,8,0,0,165.1,52.16,3.14,52,2.45,50,2.45,41,50,0
Xavier Siller,5,5,0,165.1,56.7,1.02,36,1.53,57,3.83,100,0,0
Yan Xiaonan,17,3,0,165.1,52.16,5.55,44,3.56,61,0.86,66,70,0
Yao Zhikui,2,4,0,165.1,56.7,1.44,21,2.82,48,0.66,16,58,0
Yasuhiro Urushitani,21,8,6,165.1,56.7,3.47,39,4.71,65,0,0,80,0
Yusaku Nakamura,14,4,1,165.1,65.77,1.72,45,3.67,55,0,0,83,0
Zarrukh Adashev,4,4,0,165.1,56.7,3.65,40,3.04,64,0,0,100,0.5
Adin Duenas,6,1,0,167.64,65.77,0,0,0,0,0,0,0,0
Alejandro Perez,23,9,1,167.64,61.23,3.45,35,3.18,61,0.54,22,70,0.3
Alex Perez,24,7,0,167.64,56.7,4.67,48,3.14,60,2.84,44,77,1.3
Alexander Volkanovski,26,3,0,167.64,65.77,6.19,57,3.42,58,1.84,37,70,0.2
Alexis Davis,21,11,0,167.64,61.23,4.63,49,4.45,54,0.95,44,34,0.7
Ali AlQaisi,8,5,0,167.64,61.23,2.43,42,1.97,56,3.5,29,60,1
Aliev Makhmud,0,1,0,167.64,88.45,1.12,30,2.24,36,2.1,50,0,0
Alvin Cacdac,18,13,0,167.64,56.7,1.21,66,0.61,0,0,0,0,0
Andrea Lee,13,8,0,167.64,56.7,4.91,47,3.69,63,1.84,57,54,0.6
Andy Anderson,0,1,0,167.64,108.86,0,0,0,0,0,0,0,0
Andy Wang,7,8,1,167.64,70.31,3.43,36,10.29,62,0,0,0,0
Anistavio Medeiros,19,10,0,167.64,65.77,3.64,44,5,47,0,0,0,0
Anthony Leone,15,8,0,167.64,61.23,1.94,53,2.52,56,1.72,18,0,0
Ariane Lipski,16,8,0,167.64,56.7,3.94,39,4.2,51,0.54,50,78,0.3
Ariel Beck,4,5,0,167.64,56.7,4.44,34,4.31,64,0,0,0,0
Arman Ashimov,11,3,1,167.64,56.7,0,0,0,0,0,0,0,0
Ashkan Mokhtarian,13,3,0,167.64,56.7,1.95,43,3.66,43,0.54,16,33,0
Asjabharan,7,6,0,167.64,61.23,0,0,0,0,0,0,0,0
Askar Askarov,14,1,1,167.64,56.7,3.05,54,2.8,57,2.6,24,66,0.4
Aspen Ladd,9,3,0,167.64,61.23,3.78,47,4.65,47,1.56,47,62,0.6
Atsushi Yamamoto,19,11,3,167.64,63.05,1.97,39,1.27,70,1.12,33,100,0
Augusto Mendes,6,2,0,167.64,61.23,2.42,34,3.91,56,1.75,33,80,0
Azamat Gashimov,8,3,0,167.64,56.7,1.24,21,4.75,53,1.69,25,0,0
Bec Rawlings,7,8,0,167.64,56.7,4.48,42,5.66,57,0.71,40,68,0.4
Billy Vaughan,12,17,0,167.64,70.31,0,0,1.36,50,0,0,0,0
Brad Katona,15,2,0,167.64,61.23,4.8,51,4.57,50,1,20,50,0
Brad Pickett,25,14,0,167.64,61.23,3.02,31,4.63,55,2.47,44,58,0.4
Brandon Visher,13,3,0,167.64,61.23,2.55,45,3.76,42,0.67,20,0,0
Brian Davidson,13,4,0,167.64,65.77,0,0,0,0,0,0,0,0
Brian Kelleher,24,14,0,167.64,61.23,3.36,41,4.61,54,1.79,42,60,0.7
Bruna Brasil,9,3,1,167.64,52.16,3.44,68,3.94,53,1.86,66,53,0
Bruno Korea,7,3,0,167.64,61.23,2.12,34,3.96,42,0,0,25,0
Caolan Loughran,8,1,0,167.64,61.23,3.2,36,5.6,48,2,18,0,0
Casey O'Neill,9,1,0,167.64,56.7,8.77,55,5.9,58,1.96,42,71,0.7
Cat Zingano,10,4,0,167.64,65.77,2.57,61,1.63,47,2.77,65,42,0.8
Chad Anheliger,12,7,0,167.64,61.23,3.07,42,3.55,51,1.03,36,47,0.8
Chad George,16,8,0,167.64,61.23,1.26,50,1.11,65,3.08,46,0,1.3
Chad Mendes,18,5,0,167.64,65.77,2.78,49,2.35,67,4.13,55,100,0.3
Chico Camus,17,7,0,167.64,56.7,2.58,41,2.46,64,0.77,40,72,0.4
CJ Vergara,12,4,1,167.64,56.7,6.01,57,5.01,53,0,0,74,0.2
Clayton Carpenter,7,0,0,167.64,56.7,4.5,51,2.85,60,2.47,50,0,2.5
Cleber Luciano,14,6,0,167.64,70.31,0,0,0,0,0,0,0,0
Clint Godfrey,13,3,0,167.64,61.23,0.57,31,0.96,65,0.85,25,50,0
Cody Stamann,21,6,1,167.64,61.23,4.39,47,3.63,62,2.34,39,76,0
Coty Wheeler,14,5,0,167.64,61.23,1.88,22,3.16,59,0.87,37,33,2.6
Daiki Hata,17,11,7,167.64,63.05,1.44,39,1.42,55,0.67,100,35,0.7
Daisuke Sugie,10,8,1,167.64,72.57,0,0,0.22,80,3.27,50,0,3.3
Damacio Page,19,10,0,167.64,61.23,2.05,38,2.47,51,2.63,64,23,0.9
Daniel Barez,16,6,0,167.64,56.7,3.8,53,5.32,55,4.07,31,91,1.6
Daniel Lacerda,11,5,0,167.64,56.7,4.16,47,8.7,34,1.91,42,0,1.3
Danny Martinez,21,8,0,167.64,56.7,2.73,28,3.77,63,3,45,36,0
Darrell Montague,13,5,0,167.64,56.7,1.92,25,5.38,52,0.72,25,33,1.4
Darren Uyenoyama,10,6,0,167.64,56.7,1.34,39,2.21,66,1.42,33,35,0.7
Dave Cochran,26,29,1,167.64,70.31,0,0,0,0,0,0,0,0
Davi Ramos,10,4,0,167.64,70.31,2.64,37,3.44,56,1.95,40,83,0.6
David Baron,17,4,1,167.64,70.31,1.17,30,2.1,56,0,0,14,0.7
David Barrios,4,8,0,167.64,65.77,0,0,0,0,0,0,0,0
Dennis Bermudez,17,9,0,167.64,70.31,4.42,46,3.07,59,3.89,40,82,1.1
Dennis Siver,23,11,0,167.64,65.77,3.87,32,2.67,65,0.87,32,65,0.3
Denys Bondar,16,5,0,167.64,56.7,4.89,45,6.42,56,2.75,50,62,0
Deron Winn,7,3,0,167.64,83.91,4.55,44,6.21,46,4.28,52,40,0
Desmond Torres,7,2,0,167.64,61.23,4.8,64,11.78,48,0,0,100,0
Diego Nunes,19,7,0,167.64,65.77,2.72,43,2.59,58,1.18,44,65,0.6
Diego Saraiva,22,20,1,167.64,70.31,1.64,32,3.58,62,1.33,40,0,0.7
Dione Barbosa,6,2,0,167.64,56.7,0.87,50,0.65,66,3.27,100,0,9.8
Don Shainis,12,5,0,167.64,65.77,3.42,50,5.87,31,0.97,25,20,1.9
Dwight Joseph,5,0,0,167.64,61.23,2.6,52,2.87,55,1,20,20,1
Edson Berto,17,12,1,167.64,70.31,1.76,36,4.62,47,5.47,40,0,2.7
Eduarda Moura,10,0,0,167.64,52.16,5.61,67,0.45,80,5.34,100,0,1.3
Eldari Kurtanidze,0,1,0,167.64,106.59,0.47,20,3.72,60,0,0,0,0
Elisha Helsper,0,4,0,167.64,61.23,0,0,0,0,0,0,0,0
Elizabeth Phillips,6,6,0,167.64,61.23,2.6,33,3.07,58,0.75,25,53,0.2
Eric Shelton,12,6,0,167.64,56.7,2.57,42,1.88,63,2.83,51,46,0.2
Ericka Almeida,7,3,0,167.64,52.16,1.07,39,3.33,43,0.5,33,37,0
Erisson Ferreira,12,2,0,167.64,56.7,1.75,32,2.75,56,1.11,100,66,1.7
Felicia Spencer,9,3,0,167.64,65.77,3.21,48,4.54,45,1.18,18,27,0.2
Fernando Bruno,15,4,0,167.64,65.77,1.75,39,1.78,48,2.02,22,56,0.5
Francisco Figueiredo,13,5,1,167.64,56.7,2.04,61,2.59,61,2.51,75,76,0.4
Frankie Edgar,23,11,1,167.64,61.23,3.77,40,2.82,65,2.29,31,65,0.3
Frankie Saenz,13,7,0,167.64,61.23,3.94,47,3.5,52,1.74,31,61,0.1
Fredson Paixao,10,5,0,167.64,65.77,1.71,54,2.31,62,0.62,11,10,2.2
Gabriel Carrasco,7,0,0,167.64,61.23,4.15,37,1.53,80,0,0,100,0
Gabriel Silva,8,2,0,167.64,61.23,1.3,34,3.47,45,1.5,25,38,0.5
Gabriella Fernandes,8,3,0,167.64,56.7,1.63,47,2.7,47,0,0,61,0
Garrett Armfield,9,3,0,167.64,61.23,5.29,44,3.52,57,0,0,75,0
Gavin Tucker,13,3,0,167.64,65.77,4.29,44,4.18,57,3.13,44,53,1.5
Gina Mazany,7,6,0,167.64,56.7,3.73,50,3.52,50,4.34,52,33,0.2
Gisele Moreira,8,3,0,167.64,61.23,5.93,42,6.33,48,4,57,0,0
Guido Cannetti,10,8,0,167.64,61.23,3.44,55,2.84,51,2.27,55,64,0.4
Gustavo Gabriel,13,1,0,167.64,56.7,4.06,65,4.26,46,0,0,50,0
Heather Clark,7,6,0,167.64,52.16,3.69,49,5.62,50,0.33,4,80,0.3
Hermes Franca,24,17,0,167.64,70.31,1.78,39,2.85,55,1.53,36,37,2.4
Hiroyuki Abe,8,15,3,167.64,65.77,1.71,36,3.11,63,0,0,33,0
Hiroyuki Takaya,21,14,2,167.64,63.05,3.18,33,3.16,60,0.9,45,66,0
Hugo Viana,8,4,0,167.64,61.23,3.05,38,3.2,57,0.22,6,50,0
Hussain Rasouli,2,3,0,167.64,61.23,0,0,0,0,0,0,0,0
Irwin Rivera,10,6,0,167.64,61.23,3.36,44,5.07,57,1,16,70,0
Ivan Lopez,14,3,1,167.64,61.23,0.9,26,2.24,65,0,0,30,0
Ivan Menjivar,25,12,0,167.64,65.77,2.78,37,2.76,65,0.56,28,38,1
Jamey Simmons,7,4,0,167.64,61.23,0.79,21,1.92,74,0,0,50,0
Jason Reinhardt,20,3,0,167.64,61.23,0.51,40,4.07,43,1.91,12,50,0
Javi Alanis,0,4,0,167.64,61.23,0,0,0,0,0,0,0,0
Jean Matsumoto,14,0,0,167.64,61.23,6.67,36,6.6,49,0,0,66,0
Jean Silva,19,12,3,167.64,72.57,0.73,22,2.93,52,0,0,0,0
Jeff Bedard,13,3,0,167.64,65.77,0.8,51,0,100,3.43,66,100,2.6
Jeff Curran,36,18,1,167.64,61.23,1.54,31,2.48,60,0.35,12,35,1.2
Jeff Molina,11,2,0,167.64,56.7,7.25,48,5.04,55,0,0,66,0
Jeimeson Saudino,8,5,0,167.64,61.23,0.66,30,0.82,84,2.47,50,0,2.5
Jessica Eye,15,11,0,167.64,56.7,3.86,37,4.19,55,0.58,40,57,0.5
Jin Soo Son,9,4,0,167.64,61.23,5.1,36,7.63,52,1.5,25,100,0
Jinensibieke Asikeerbai,36,11,0,167.64,70.31,2,50,10,0,0,0,0,0
Joanna Jedrzejczyk,16,5,0,167.64,52.16,6.28,48,3.25,62,0.27,62,80,0.1
Joanne Wood,16,8,0,167.64,56.7,6.93,51,4.72,51,1.57,54,59,0.3
Joao Roque,7,2,4,167.64,70.31,0,0,0,0,0,0,0,0
Joby Sanchez,11,4,0,167.64,61.23,3.22,36,2.82,63,0.95,71,51,0.4
Joe Jordan,49,14,2,167.64,70.31,1.85,25,4.27,59,0,0,66,0
Joe Neal,6,2,0,167.64,61.23,1.87,19,3.8,66,0,0,0,0
Joe Soto,18,7,0,167.64,61.23,3.36,41,5.37,67,0.85,21,70,1.9
Joe Warren,15,6,0,167.64,61.23,2.15,46,2.39,52,6.14,46,60,0
Johil de Oliveira,17,15,1,167.64,77.11,0.51,34,0.73,58,1.1,50,44,0.6
John Castaneda,21,6,0,167.64,61.23,4.79,50,4.99,56,1.92,37,71,0.2
John Franchi,6,2,0,167.64,65.77,1.83,48,2.59,48,2.68,80,40,0.3
John Moraga,19,7,0,167.64,56.7,2.57,43,2.55,56,0.62,23,44,1.1
Jon Delos Reyes,8,5,0,167.64,56.7,2.99,38,4.14,51,3.2,83,55,1.9
Jordan Espinosa,15,9,0,167.64,56.7,4.22,52,2.94,57,0.75,28,70,0.2
Joseph Morales,9,2,0,167.64,56.7,1.58,37,1.72,60,0.53,50,23,2.6
Josh Clopton,6,2,1,167.64,65.77,1.6,64,2.87,50,2,66,75,0
Josh Emmett,18,4,0,167.64,65.77,4.07,36,4.66,61,0.92,37,46,0.1
Josh Paiva,8,2,0,167.64,56.7,0,0,0,0,0,0,0,0
JR Coughran,4,1,0,167.64,65.77,12.29,57,6.8,45,0,0,75,0
Julianna Pena,12,5,0,167.64,61.23,3.16,47,2.3,50,1.94,55,23,0.8
Justin Wilcox,14,7,0,167.64,70.31,3.82,28,2.63,71,1.43,16,100,0
Kazuhisa Watanabe,0,1,0,167.64,63.05,0.62,50,0.94,0,0,0,14,0
Keisuke Fujiwara,17,12,5,167.64,63.05,0.73,44,1.2,47,0,0,23,2.5
Kelly Kobold,19,3,1,167.64,61.23,2.33,21,4.11,59,1.67,11,0,0
Kevin Natividad,9,4,0,167.64,61.23,2.68,34,4.29,47,3.66,50,83,0
Kim In Seok,3,6,0,167.64,65.77,0.87,37,5.19,60,0,0,0,0
Leiticia Pestova,0,2,0,167.64,61.23,0,0,24.62,44,0,0,0,0
Liz Carmouche,13,7,0,167.64,56.7,2.78,54,2.51,61,2.57,51,65,0.3
Lowell Anderson,0,1,0,167.64,72.57,0,0,0,0,0,0,0,0
Luana Carolina,9,4,0,167.64,56.7,4.65,50,4,47,0.15,25,76,0.7
Luana Santos,6,1,0,167.64,61.23,17.1,60,6.52,68,0,0,100,0
Lucrezia Ria,8,2,0,167.64,56.7,4.07,46,4.4,45,1,33,0,0
Luis Rodriguez,11,2,0,167.64,56.7,1.27,37,3.2,54,2,50,100,2
Luiz Firmino,19,8,0,167.64,69.85,1.23,50,1.22,51,3.86,45,20,0.9
Luke Sanders,13,5,0,167.64,61.23,6.61,52,4.37,50,0.71,30,72,0.2
Maimaitituoheti Keremuaili,26,11,0,167.64,61.23,1.47,52,1.67,37,1,33,84,0
Mando Gutierrez,7,2,0,167.64,61.23,0.8,75,1.33,50,1,100,40,1
Mara Romero Borella,12,9,0,167.64,56.7,2.54,37,2.48,71,1.83,44,66,0.2
Marcus Hicks,10,4,0,167.64,70.31,1.42,43,3.06,61,2.7,53,25,4
Maria Oliveira,13,7,0,167.64,52.16,5.03,38,5.76,44,0.95,44,47,0
Marina Rodriguez,17,3,2,167.64,52.16,4.77,48,2.89,56,0.25,42,66,0.2
Marion Reneau,9,8,1,167.64,61.23,3.2,41,3.52,59,0.62,63,50,0.8
Mariya Agapova,10,4,0,167.64,56.7,4.67,55,3.82,52,0.59,66,47,0.9
Mark De La Rosa,11,5,0,167.64,61.23,3.13,35,5,48,0.54,13,40,0.2
Marlon Moraes,23,10,1,167.64,61.23,3.37,40,4.53,54,0.87,41,46,0.3
Marvin Maldonado,2,4,0,167.64,61.23,0.87,56,3.47,43,0,0,20,0
Mateus Mendonca,10,2,0,167.64,56.7,2,38,6.25,26,1.47,14,40,0
Matheus Nicolau,19,4,1,167.64,56.7,3.66,53,3.14,66,1.48,45,93,0.9
Matt Serra,11,7,0,167.64,77.11,1.98,39,2.64,46,2.05,20,38,0.9
Mayra Bueno Silva,10,2,1,167.64,61.23,4.16,54,4.71,57,0.35,50,68,1.6
Melinda Fabian,4,4,2,167.64,56.7,4.03,41,4,62,0,0,100,0
Merab Dvalishvili,16,4,0,167.64,61.23,4.46,41,2.41,56,6.55,36,78,0.3
Michel Prazeres,26,4,0,167.64,77.11,2.38,47,2.51,57,3.94,36,47,0.6
Michihiro Omigawa,17,14,1,167.64,65.77,2.01,39,3.06,64,1.19,36,49,1.5
Miesha Tate,20,9,0,167.64,61.23,2.62,45,2.98,51,2.02,31,55,1.3
Mike Brown,26,9,0,167.64,65.77,2.98,44,2.45,60,3.23,40,66,0.6
Mike Easton,13,6,0,167.64,61.23,3.51,37,4.28,61,0.75,22,66,0
Mike Joy,11,8,0,167.64,70.31,0.57,33,1.71,47,0.78,33,0,2.3
Mikey Burnett,5,2,0,167.64,77.11,0,0,0,0,0,0,0,0
Mitsuhiro Ishida,20,8,1,167.64,69.85,1.46,41,1.13,61,4.76,53,33,0.7
Nair Melikyan,11,0,0,167.64,70.31,0,0,0,0,0,0,0,0
Nam Phan,21,17,0,167.64,61.23,4.52,37,6.55,59,0.18,18,60,0.2
Naoki Matsushita,12,16,11,167.64,70.31,3.3,32,2.2,63,1.5,100,0,0
Nate Smith,6,1,0,167.64,56.7,1.28,38,2.04,35,0,0,33,2.3
Nathaniel Wood,20,6,0,167.64,65.77,5.91,50,4.22,56,1.74,48,70,0.5
Nick Gonzalez,17,12,0,167.64,70.31,0.59,20,2.35,33,0,0,50,0
Nick Hein,14,5,0,167.64,70.31,2.65,35,3.61,59,0.86,33,83,0
Nick Urso,10,3,0,167.64,56.7,3.61,45,5.06,36,0,0,0,0
Nolan Ticman,4,3,0,167.64,56.7,2.57,47,2.53,67,0,0,60,0
Oleksandr Doskalchuk,10,2,0,167.64,56.7,0,0,0,0,0,0,0,0
Paul Creighton,3,1,0,167.64,70.31,0.72,75,4.65,30,5.37,37,0,0
Paul Ruiz,7,4,0,167.64,61.23,1.4,33,1.4,75,0,0,100,20.9
Pedro Falcao,15,3,0,167.64,61.23,3.02,60,0.57,65,3.23,60,83,0
Pedro Munhoz,20,8,0,167.64,61.23,5.45,43,6.14,56,0.47,19,82,0.5
Pingyuan Liu,13,7,0,167.64,61.23,2.36,33,2.99,54,0.25,20,56,1
Rainn Guerrero,5,2,0,167.64,56.7,0.65,33,0.87,50,3.27,100,0,0
Raja Shippen,18,11,1,167.64,65.77,0,0,0,0,0,0,0,0
Rani Yahya,28,11,1,167.64,61.23,1.59,37,1.77,50,2.86,32,24,1.9
Rei Tsuruya,8,0,0,167.64,56.7,2.91,63,1.64,42,7.74,57,50,2.8
Renan Barao,34,9,0,167.64,65.77,3.78,36,3.9,57,1.49,41,91,0.5
Richie Vaculik,10,4,0,167.64,56.7,3.69,46,4.09,57,3,45,31,1
Ricky Palacios,10,1,0,167.64,65.77,7.73,53,3.27,59,0,0,100,0
Ricky Simon,20,4,0,167.64,61.23,3.01,44,3.23,62,5.84,50,75,0.4
Robert Sanchez,8,2,0,167.64,56.7,0.96,40,1.78,46,3.61,62,50,0.7
Rodolfo Marques Diniz,23,9,1,167.64,61.23,1.08,32,2.36,33,0,0,50,1.8
Ronaldo Candido,6,0,0,167.64,56.7,1.67,42,3.87,52,8,53,0,5
Ryan Roberts,21,12,1,167.64,70.31,0,0,22.5,45,0,0,0,0
Sara McMann,13,6,0,167.64,61.23,2.26,46,1.92,47,4.38,65,50,0.5
Sarah Frota,9,2,0,167.64,56.7,4.52,52,2.57,55,0,0,53,0
Satoru Kitaoka,40,14,9,167.64,69.85,0.68,33,2.15,45,0.62,10,27,2.1
Sean Sherk,36,4,1,167.64,70.31,2.17,35,2.71,55,4.09,46,56,0.4
Sergey Morozov,19,5,0,167.64,61.23,3.01,43,2.97,61,3.63,31,68,0
Sergio Gomez,10,3,0,167.64,70.31,1.5,42,1.16,56,2.57,66,31,0
Sergio Pettis,18,5,0,167.64,56.7,3.88,37,2.91,65,0.85,40,67,0.4
SeungGuk Choi,7,3,0,167.64,56.7,2.69,42,2.69,65,1.02,27,74,0
Shana Dobson,4,5,0,167.64,56.7,3.34,37,5.2,50,0.84,50,14,0
Shannon Ross,13,8,0,167.64,56.7,6.58,38,8.93,52,0,0,100,0
Shin Haraguchi,7,0,0,167.64,70.31,2.99,70,0.65,39,14.01,80,0,0
Shingo Kohara,1,0,0,167.64,61.23,0,0,0,0,0,0,0,0
Shohei Nose,10,4,2,167.64,61.23,2.48,40,3.61,53,3.23,17,0,4.8
Stephanie Egger,8,4,0,167.64,61.23,1.93,53,2.08,53,3.04,40,50,0.8
Stephanie Luciano,5,1,1,167.64,52.16,5.8,57,2.33,61,1,100,83,0
Stephanie Webber,2,2,0,167.64,61.23,0.91,80,3.85,15,6.79,40,0,0
Taila Santos,19,3,0,167.64,56.7,3.39,48,2.64,58,2,76,86,1.1
Takafumi Otsuka,22,13,2,167.64,63.05,1.29,27,2.12,67,1.64,27,65,0
Tamires Vidal,7,2,0,167.64,61.23,4.25,55,4.53,58,0,0,40,0.8
Taylor Lapilus,19,3,0,167.64,61.23,4.18,47,2.27,62,0.45,40,81,0.5
Timur Valiev,18,3,0,167.64,61.23,5.19,53,3.33,45,1.73,40,55,0.3
TJ Dillashaw,18,5,0,167.64,61.23,5.09,41,3.47,62,1.56,30,77,0.8
TJ Laramie,12,5,0,167.64,65.77,1.49,50,2.64,38,1.44,33,40,0
Trenell Young,11,9,0,167.64,65.77,1.43,22,5.13,50,1.13,20,0,1.1
Trevor Harris,2,2,0,167.64,65.77,1.73,50,0.43,75,0,0,50,6.5
Tyson Griffin,16,8,0,167.64,65.77,3.71,41,2.3,65,1.87,46,59,0.9
Ulysses Gomez,9,5,0,167.64,56.7,2.72,25,3.57,68,0,0,0,0
Urijah Faber,35,11,0,167.64,61.23,2.65,40,2.59,64,1.54,30,58,0.8
Vaughan Lee,14,13,1,167.64,56.7,3.47,47,2.07,70,0.81,33,72,1
Vernon Ramos Ho,3,1,0,167.64,77.11,4,25,8,55,0,0,0,0
Victor Dias,11,3,0,167.64,56.7,2.87,44,5.8,55,5,41,0,0
Vince Cachero,7,4,0,167.64,65.77,3.29,45,6.51,43,0,0,18,0.5
Vince Murdock,12,4,0,167.64,65.77,1.21,21,7.17,40,0,0,0,0
Wagner Campos,12,10,0,167.64,65.77,1.54,41,2.53,51,2.71,100,0,0
Wagnney Fabiano,16,4,0,167.64,65.77,1.19,38,0.66,70,3.44,64,100,0.4
Windri Patilima,8,1,0,167.64,70.31,0.31,50,7.64,31,0,0,0,0
Yana Santos,14,8,0,167.64,61.23,4.16,56,3.03,50,1.11,53,42,0.1
Yuma Horiuchi,9,5,0,167.64,56.7,3.73,30,5,35,2,16,0,2
Yusup Saadulaev,16,4,1,167.64,61.23,0.57,45,0.96,66,5.73,60,0,1
Zach Skinner,10,11,0,167.64,65.77,0.53,50,2.4,32,5,27,100,1
Zviad Lazishvili,13,1,0,167.64,61.23,4.2,39,6.13,51,0,0,0,0
Abel Cullum,20,6,0,170.18,63.05,1.82,40,1.23,46,4.01,52,0,2.8
Adrian Yanez,16,5,0,170.18,61.23,6.15,39,5.73,57,0,0,100,0
AJ Siscoe,1,2,0,170.18,61.23,0,0,0,0,0,0,0,0
Akihiro Gono,35,21,8,170.18,77.11,2.18,48,2.67,63,1.01,84,46,0.5
Alberto Montes,4,0,0,170.18,61.23,0,0,0,0,0,0,0,0
Alejandro Garcia,14,10,0,170.18,65.77,1.22,62,1.14,65,8.55,87,66,0
Alejandro Villalobos,17,5,0,170.18,65.77,3.93,46,4.07,67,1,50,0,0
Alex Gilpin,11,1,0,170.18,65.77,6.8,54,12.29,42,2.17,25,0,2.2
Alexandre Ferreira,18,6,0,170.18,92.99,2.57,60,8.14,42,0,0,0,0
Alexandre Franca Nogueira,18,6,3,170.18,65.77,0.6,20,4.18,57,0,0,0,0
Aljamain Sterling,23,4,0,170.18,61.23,4.73,52,2.41,58,1.97,24,45,0.8
Allan Zuniga,13,1,0,170.18,70.31,3.93,52,1.8,61,0,0,57,1
Andre Galvao,5,2,0,170.18,76.2,2.34,52,1.56,58,2.02,27,0,2.8
Andre Lima,7,0,0,170.18,56.7,4.07,66,1.67,67,1,100,100,0
Angga,13,3,0,170.18,65.77,3.56,38,3.77,53,0,0,33,0
Anthony Avila,13,5,0,170.18,65.77,0,0,0,0,0,0,0,0
Anthony Morrison,20,12,0,170.18,65.77,1.7,33,0.49,80,0,0,50,0
Anthony Taylor,1,3,0,170.18,65.77,0,0,0,0,0,0,0,0
Antonio Duarte,19,7,0,170.18,61.23,4.55,40,4.18,57,0,0,60,0
Aoriqileng,25,10,0,170.18,61.23,5.31,50,5.56,50,1.64,46,58,0
Arman Tsarukyan,21,3,0,170.18,70.31,3.85,48,1.91,54,3.4,36,75,0
Armando Villarreal,5,2,0,170.18,61.23,3.23,55,4.3,52,3.23,25,0,0
Artur Oumakhanov,9,6,0,170.18,69.85,1.2,33,1.67,82,3,75,33,0
Ashley Yoder,8,9,0,170.18,52.16,3.42,39,4.13,47,1.09,27,66,0.6
Askar Askar,11,1,0,170.18,65.77,0,0,0,0,0,0,0,0
Azat Maksum,17,0,0,170.18,56.7,3.07,24,5.4,61,2,18,0,0
Batgerel Danaa,12,5,0,170.18,61.23,5.38,36,4.21,47,0.52,50,62,0
Bharat Kandare,5,3,0,170.18,61.23,0.7,10,1.88,72,0,0,0,0
Bibiano Fernandes,20,3,0,170.18,63.05,2.91,40,2.02,72,3.97,53,77,0.6
Bobby Sanchez,10,35,0,170.18,70.31,0,0,0,100,0,0,100,0
Brad Riddell,10,4,0,170.18,70.31,4.71,53,3.53,53,1.77,36,63,0
Brandon Girtz,14,7,0,170.18,70.31,2.5,60,1.92,47,5.76,100,100,0
Brandon Moreno,21,7,2,170.18,56.7,3.8,43,3.4,56,1.73,45,64,0.5
Brandon Shuey,7,6,0,170.18,70.31,0.68,33,1.36,0,0,0,0,10.2
Brendan O'Reilly,6,3,0,170.18,77.11,1.9,47,2.77,39,2.22,43,36,0.6
Brett Johns,17,2,0,170.18,61.23,2.86,49,3.84,53,4.92,49,58,1
Brian Bowles,10,3,0,170.18,61.23,2.36,26,2.98,64,1.39,70,54,1.4
Brian Geraghty,26,18,1,170.18,70.31,0.47,25,9.77,36,0,0,50,0
Brian Lo-A-Njoe,6,10,3,170.18,70.31,3.87,42,0,0,0,0,66,0
Brooke Mayo,0,1,0,170.18,56.7,1.92,34,3.2,63,3.2,60,0,2.1
Bubba Jenkins,11,4,0,170.18,65.77,2.41,37,1.58,67,7.23,68,100,0
Bu-Kyung Jung,0,4,0,170.18,69.85,0.63,36,1.85,56,1.1,75,0,1.5
